,id,text
5412,S0084-04-18,기후가 엉망이다 보니 계절마저 뒤죽박죽이에요.
5413,P0747-01-27,호메로스 당신은 두려워할 것이오!
5414,N0053-03-23,인간 만사 이별 중에 여자가 지아비 없이 지내는 것이 가장 슬픈 일이라.
5415,S0123-03-18,"업무는 매매부와 운송부, 훈련부, 공급부의 네 개 부로 나누어지지."
5416,S0089-05-05,이제 그만하렴.
5417,N0290-01-51,총대주교는 잠에서 깨어나 기쁨과 두려움으로 충만해 밤새도록 잠을 잘 수 없었다.
5418,P0703-01-47,"계절은 가을이요, 중양절이러니 국화가 꽃을 피워 모든 관리에게 잔치하네."
5419,P1404-01-25,사람들은 모두 돌아보면서 어리석은 애욕으로 마음을 물들이네.
5420,S0080-05-03,"예, 틸틸씨는 엄지동자의 붉은 재킷과 흰 양말 그리고 파란 바지를 입었어요."
5421,N0052-05-01,"그는 이 젊은 아가씨, 한낱 젖 짜는 아가씨에 불과하지만 동료들이 모두 부러워하는 진기한 면을 지닌 이 아가씨가 이렇게 슬픈 상상을 하고 있다는 걸 알고선 놀람을 금치 못했다."
5422,S0045-10-16,당신은 부끄럽지도 않소?
5423,N0228-06-27,무슨 죄?
5424,P0523-01-41,나의 생애에 흐르는 시간들 가느란 일 년의 안젤루스 어두워지면 길목에서 울었다
5425,N0045-03-33,나도 생각했죠.
5426,N0134-02-33,자기에게 이런 걸 털어놓는 건 비참하고 어리석기까지 한 일이지.
5427,N0012-08-25,그는 울고 싶었다.
5428,P1391-01-47,"그 어린 말은 풍뎅이, 까마귀처럼 너무 새카매서, 이리 보면 진홍색, 녹색, 파란색 비단벌레, 저리 보면 온통 은빛이었습니다."
5429,P1388-01-48,내 말을 믿지 않는 것 같더니 여태 마음에 두고 있군요.
5430,N0281-04-24,염장 연어는 서리 내리기 전 추울 때 먹는 음식이다.
5431,N0248-02-31,나는 그 정반대되는 요소들이 내 내부에서 요란스레 꿈틀거리고 있음을 느꼈던 것이다.
5432,P0310-01-35,"하지만 그 섬뜩한 광경을 본 후, 한참 동안 내 머릿속은 알 수 없는 존재 양식들에 대한 딱 꼬집어 말할 수 없는 어렴풋한 느낌으로 어지러웠네."
5433,P0192-01-43,옥처럼 흰 것은 백로의 흰빛 단구의 붉은 봉황 어찌 귀하지 않을까 낭풍의 증성은 구름 길이 막혔네
5434,N0099-01-31,그들 모두 말없이 서로가 서로의 얼굴을 쳐다봤다.
5435,P1106-01-50,네 개의 거울 사이에서 나는 당황한다.
5436,S0129-02-08,그럼 여기서 제가 대단히 환대받고 있다고 큰소리치는 분께 여쭤보겠는데 늘 감시하는 것 말고는 따로 할 일이 없는 여자들 네댓 명과 무얼 하라는 말인가요?
5437,P0694-01-31,낙엽 지는 이 깊은 가을에 친구와 어떻게 헤어지나
5438,P1001-01-44,세월을 헛되이 보내며 날아가지도 못하고 깃털마저 초췌하니 그 누가 안부라도 물어 주겠습니까?
5439,P1261-02-35,바벨의 탐을 꿈꾸며 실로 싸우며 있다
5440,P1265-01-48,"오 그러나, 이제 이단과 사탄에게 침해되고 유린된 세기말의 아시아의 땅 살육의 피로 물들인 끔찍한 아시아의 바다빛이여."
5441,S0022-04-10,"휴, 도대체 무슨 소리야!"
5442,P0816-01-44,자 아름다운 날들은 지났다
5443,S0040-04-18,먼저 해가 뜨는 쪽을 향해 사람들이 경작을 한 적이 없는 벌판을 가로질러 가세요.
5444,N0233-08-25,엔타쿠를 타기도 하고 걷기도 하면서 일행은 아라카와 방수로 근방의 초여름 경치를 실컷 즐겼다.
5445,P0747-07-44,"공주여, 차라리 죽어라!"
5446,N0012-06-27,애기를 죽이려다 죽이지 못하고 또 무서운 진통기를 벗어난 봉염의 어머니는 이제는 극도로 배고픔을 느꼈다.
5447,N0217-02-22,당시 엘리엇 씨는 아주 젊었고 법학 공부를 막 시작한 참이었다.
5448,P0259-01-36,희화가 잠에서 깨어 행차하려 하자 금빛 까마귀가 한마디 소리 내어 운다.
5449,N0063-03-22,"도쿄에 가 있는 동안 어머니 편지에 간간이 답장을 썼지만, 자주 어머니는 편지 속 문장에다 오자나 철자법 오류에 선을 그어 반송해 오는 것이었다."
5450,P1304-01-52,아무 곳으로도 길이 열리지 않는 암흑의 계곡에서.
5451,P1318-02-47,"내가 입을 다물랴, 입을 다물어?"
5452,N0273-09-27,"그의 목소리는 약간 갈라지고 떨림이 있었으며, 처음에는 가슴을 저미게 했지만 그 목소리 안에는 가슴 깊은 곳에서 요동치는 진정한 열정과 젊음, 힘, 기쁨, 그리고 어떤 깊은 애수가 녹아 있었다."
5453,P0761-01-50,"강남의 풍경은 이 숲 속의 정자에 모여 있고, 손에 쥔 목홀이나 남색 옷이 저절로 가볍다고 생각하네."
5454,S0035-04-16,"원고는 진명여학교, 도쿄미술전문학교를 졸업한 후 교토제국대학 출신 변호사요, 안동현 부영사인 김우영과 결혼하여 삼남 일녀를 낳고 원만한 가정생활을 하면서 여류 미술가로 세계에 평판이 있었다."
5455,N0055-08-23,"셀레스티나, 그럼 저도 이제 지나간 과거는 잊고 지금부터라도 셈프로니오를 닮도록 하지요."
5456,P0104-01-39,까악 외마디 소리를 지르며 밤에 나도는 흉조가 날아갔다.
5457,S0113-10-19,존경하는 오스랄 대주교 각하.
5458,N0076-09-51,두 모녀는 모질게 고문을 당해 멀쩡한 곳이 없었으며 재산도 줄어들었다.조랑은
5459,S0154-04-09,오!
5460,N0193-06-24,아버지는 오년 전에 돌아가셨다.
5461,P1276-01-33,문을 암만 잡아 다녀도 안 열리는 것은 안에 생활이 모자라는 까닭이다.
5462,S0037-10-10,배고픈 걸 누가 몰라?
5463,P0241-01-35,"대완에서는 적한마를 바치고, 찬보 또한 취용구를 바치네."
5464,P0638-01-48,"그러나 저녁이 되고 발 빠른 밤이, 적의를 품고 다가오면 난 강가에 서서 귀 기울이고, 여기저기 가까이서 멀리서 , 길 잃은 소리를 듣는다."
5465,S0085-06-17,테오노에에게 좋은 계시를 듣고 이 무덤가 안식처로 돌아오는 길입니다.
5466,S0045-08-13,이 그리스인들에게 받은 모욕으로 인해 나는 완전히 파멸했다.
5467,S0051-03-08,별로 안 좋아.
5468,P0108-01-39,"병사들은 그에게 자줏빛 옷을 입히고, 가시관을 씌우고, 그를 찬양했다."
5469,P0027-01-35,"이 말을 듣고 화가 난 이슈타르, 하늘로 올라가 아버지인 천신 아누와 어머니인 안룸에게 울음을 터트리면서 다음과 같이 말했다."
5470,N0105-03-27,"나는 세상을 등진 채 집을 버리고 산속으로 들어왔는데, 득도하지 못한 채 집으로 돌아가는 것도 부끄러운 일이다."
5471,P0660-01-43,"어머니, 제가 무엇인가를 잊었어요,"
5472,S0134-03-14,"생각해 봤는데, 나한테 애들이 있다면 말이야, 아들과 딸들이."
5473,P1176-01-43,세상의 제일 번화한 장날에 물건처럼 이것을 판다.
5474,N0012-09-21,그는 분주히 비를 들고 방을 쓸어 내었다.
5475,S0104-06-03,"오, 신들이여!"
5476,N0150-05-30,그런 경우라면 그의 신경은 더욱 도를 다하여 여러가지의 활동을 지시할 것이다.
5477,S0128-09-14,그들은 지금 우리에게 와 있는 당신에게도 아주 충분한 도움이 되었어요!
5478,N0086-08-21,마부는 나를 보자마자 욕설을 퍼부었다.
5479,S0038-10-14,난 결혼하기 전에 과연 너희 여주인이 어떤 사람인지 알고 싶어서 이런 복장을 한 거야.
5480,S0037-10-07,배고픈 걸 누가 몰라?
5481,N0284-10-29,내 딸아.
5482,S0069-10-15,김팀장님!
5483,N0286-07-26,전설 속의 미다스처럼 그의 손가락이 스치기만 하면 무엇이든지 번쩍이는 황금으로 누렇게 변하거나 혹은 더욱 그의 마음에 쏙 들도록 동전 더미로 변하는 것이었다.
5484,N0283-04-48,승객들이 모두 편안하게 자리를 잡고 앉자 기차는 곧 덜커덩거리며 즐겁게 출발하더니 단 십분 만에 크리스천이 터벅터벅 걸어서 하루가 걸렸을 거리보다 더 멀리 돌진해 갔다.
5485,P1168-01-44,사르르 감기는 눈앞에 초목들은 가로누워 계절도 가리지 않은 채 흐르는 구름은 많다.
5486,S0140-01-01,"당시 여수, 순천은 해방 후의 혼란 속에 겪게 된 좌우익의 피 흘리는 대립과 갈등이 다른 지역에 비해 적었다."
5487,S0046-06-12,바로 저거야.
5488,N0054-09-31,"그는 제게 아무 해도 끼치고 싶지 않았겠지만, 제게는 그를 증오할 만한 큰 이유가 있습니다."
5489,S0145-02-11,인간의 마음을 감동시키는 비참함의 다섯 가지 기본 유형이야.
5490,S0032-05-17,"자, 이제, 나는 준비되었습니다."
5491,S0023-09-11,자기를 낳아준 부모조차 멸시하는 그런 성질은 도저히 상식에 맞지 않는 것이지.
5492,S0131-02-19,"아이들의 영혼을 쌓아 올리는 거지, 힐데."
5493,S0064-08-19,"실례, 실례합니다."
5494,S0079-01-10,"리카스, 그대가 집 안에서 이방인 처녀들과 얘기를 나누는 동안 이 일을 곰곰이 생각해 봤소."
5495,P1170-01-48,엷은 물모래 위에 가을은 가다.
5496,P0521-01-35,당신이 계실 때에는 겨울밤이 쩌르더니 당신이 가신 뒤에는 여름밤이 길어요.
5497,S0109-05-15,저 남자랑 누워 있었어 아무 말 안 하고 그냥.
5498,P0315-01-49,"인색함과 야망이 지닌 더욱 파렴치한 모든 것으로 제 영혼을 유린하도록 내버려 둔, 소망도 추억도 사라진, 퇴색한 입술을 지닌 저 연설가!"
5499,N0131-01-28,사람의 일생이란 한낱 꿈이라는 건 이제껏 많이들 이야기 되어왔지만 나 역시 이런 생각에서 벗어날 수는 없어.
5500,N0163-02-30,없다.
5501,P0733-01-31,몸소 농사지으며 그만둔 적 없는데도 춥고 굶주리며 늘 거친 음식만 먹는다.
5502,S0002-09-01,아!
5503,N0061-17-30,그러나 사람의 마음이란 이상한 것으로 신문지 상에서 그와 같이 유불란 탐정의 출마를 부르짖지 않았으면 임 경부도 혹시 민간 탐정 유불란 씨에게 조력을 구했을지 몰랐다.
5504,S0061-05-03,어떤 사람이
5505,N0122-01-31,자그마한 밥상머리에 앉아 어머니와 나는 젓가락을 들었다.
5506,N0186-05-27,"창가에 책상, 책상 오른쪽에 책꽂이, 그 옆에 화로, 화로와 나란히 밥상, 오른쪽 벽을 따라 쥐가 못 들어가게 만든 찬장, 그 위로 높이가 다른 선반, 이 모든 것이 낡기는 했으나 청결했다."
5507,P1232-01-25,나무가 항상 하늘로 향하듯이 발은 땅을 딛고도 우리 별을 쳐다보며 걸어갑시다
5508,N0035-02-28,되나 안 되나 좌우간 이렇다 말이 없으니 춘호는 울화가 치밀어 죽을 지경이었다.
5509,P0280-01-42,사랑이라는 말에 우리는 할 말을 잃었다.
5510,N0049-08-24,항상 그렇지만 나는 요리를 만들면서 여러 가지 맛을 보다 보면 왠지 모를 걷잡을 수 없는 허무감에 빠져들고 만다.
5511,S0114-06-18,폐하께서 지금 빌려서 몸에 지닌 모든 명예들을 넘기라고 하셨습니다.
5512,N0219-01-23,"환석호는 환정서의 아들인데, 환석호가 아직 천거되지 않았을 때 환정서가 서쪽으로 사냥하러 나갔다."
5513,N0078-01-23,몸뚱아리들은 군데군데 얼어 터져 물이 흐르는데 이따금 뿌리는 눈보라조차 사정없이 휘갈겨 몰려가는 신세를 더욱 애끓게 하였습니다.
5514,P0784-01-50,커다란 고통이 간 후에는 감각이 굳어져 온다네
5515,P1149-01-47,아!
5516,N0162-09-21,빠빠가 이젠 날 사랑하지 않는다는 말인가?
5517,N0094-02-24,"에구, 마릴라."
5518,N0067-01-25,그는 돌을 잡는 시늉을 했다.
5519,S0165-03-18,고통에 허우적거리는 당신을 내버려 두는 건 끔찍한 일이오.
5520,P0665-01-51,군중의 떠드는 소리 침묵으로 변하고.
5521,N0214-01-28,꿈에 어떤 사람이 나타나 그에게 일러주었다.
5522,P0775-01-50,그녀가 임종하기를 우리는 기다렸습니다
5523,S0035-02-09,생명을 세상에 내보내는 놀라운 체험.
5524,N0203-03-25,그의 신뢰가 나를 그에게 충실하도록 했어요.
5525,P1327-01-44,어머니!
5526,P0343-01-43,"그대에게 묻나니, 어찌하여 슬퍼하며 즐거워하지 않는가?"
5527,S0019-10-14,아!
5528,S0127-07-07,"오, 가증스러운 악령, 어찌 그대가 이렇게 페르시아인들을 기만할 수가?"
5529,P0708-02-22,궁궐에서 아름다운 조서가 내리고 봄볕 아래 불계의 풍경이 즐거워라.
5530,P1053-01-50,소무가 흉노 땅에 있으면서 십여 년 동안 한나라 부절을 들고 다녔지.
5531,N0127-05-31,밤이 되도록 잠 한숨 못 자고 고시랑고시랑 컴컴한 벽을 바라볼 뿐 하늘과 땅만이 아는 속 일을 알았다는 두려움이 한결같이 가슴 속에 물결쳤다.
5532,S0107-02-12,리호이므체프의 아들이 이백 오십루블에 금빛 자명종 시계를 샀군.
5533,S0002-04-16,"아유 요 예쁜 것, 엄마가 어떻게 널 보낸다고 하겠니?"
5534,S0031-01-04,폭풍우가 몰아치는 바다와 고요한 바다.
5535,S0037-09-01,인기를 끌다니?
5536,P0638-01-42,"그러나 저녁이 되고 발 빠른 밤이, 적의를 품고 다가오면 난 강가에 서서 귀 기울이고, 여기저기 가까이서 멀리서 , 길 잃은 소리를 듣는다."
5537,S0128-01-15,왕이라고!
5538,S0152-01-11,"아니, 자네, 진정하게."
5539,S0142-10-16,당신들은 곧 이해하게 될 거예요.
5540,N0239-03-25,한번은 문호가 난수와 지수 있는 곳에서 문해더러
5541,S0074-01-04,결혼 전에 뭐랬어?
5542,P0052-01-39,나는 내가 접하게 되는 것들을 아주 좋아한다.
5543,P1466-01-45,이 세상을 보자마자 죽음은 이미 이빨을 갈며 번개처럼 죽음의 낫을 번뜩거리며 내 삶의 날들을 풀처럼 베어버린다.
5544,S0164-07-05,할머니의 영혼은 팔랑팔랑 하얀 날갯짓으로 올라가는 배추꽃나비 위에 실려 가고 있는 것 같습니다.
5545,P1298-01-44,내 골방의 커텐을 걷고 정성된 맘으로 황혼을 마저 들이노니.
5546,P0804-01-46,토끼는 두 귀를 쫑긋 세우고 물기 어린 고뇌에 찬 눈을 돌리더니 몸을 낮게 웅크리네.
5547,S0069-06-08,신기루야!
5548,P1376-01-50,"신음하는 소리와 한탄하는 소리, 한숨짓고 흐느끼는 소리도 이제는 잠잠해졌다네,"
5549,N0195-06-27,"최씨 효자는 어쩔 수 없이 그 아내를 향하여 꾸짖는 것처럼, 내가 조금 늦게 돌아오는 까닭에 어머니께서 염려하시는데, 그대가 좋은 말씀으로 위로하여 드리지도 않은 모양이오."
5550,S0046-08-10,내가 너무 늦었나.
5551,P0743-01-44,뉘엿뉘엿 저물어 가는 석양 떠도는 내 옷을 비춘다.
5552,P0226-01-39,산들바람 살랑살랑 줄과 부들 흔들기에 비가 오나 보려고 창문을 여니 호수에 휘영청 달빛이 가득하다.
5553,P0463-01-35,내가 자연 변화의 추이를 살펴보니 해와 달은 깊고 어두운 곳으로 빠져든다.
5554,S0141-09-07,가야죠.
5555,S0112-02-15,여기는 강원도 정선군 사북읍 고한리 동진 광업소 사고 현장입니다.
5556,P0082-01-39,오늘에야 비로소 다시 와보니 가슴 아프게도 서글픈 일 많다.
5557,S0117-04-18,"내가 처음으로 콘스타바루스를 보았을 때, 실레우스가 내 눈의 목표였을 것이다."
5558,S0007-01-15,이 세상 어디서나 성당의 하중을 겸허하게 떠받치는 건 땅이지.
5559,N0281-10-29,어느 집에나 살아남아 있는 할멈이 반드시 있기 마련이다.
5560,S0010-08-14,"마을 사람들이 다리 철거 문제를 의논하고 있는데 셰 선생이 그 소식을 듣고 직접 서둘러 와서 좋은 말로 사람들을 말리면서, 성안으로 편지를 보내 저우 향신한테 알렸어."
5561,S0081-01-17,"왕자님, 어디로 가시나요?"
5562,P0271-01-42,깊은 시름 마음 꽁꽁 묶고 심한 두려움에 늘 놀란 듯.
5563,S0144-07-11,"앵앵 아씨가 용서를 구하길, 이제 응당 개과천선하여 이후로 다시는 이런 일이 없도록 하겠습니다 라고 하셨습니다."
5564,N0093-01-25,갑판에는 여러 명의 여행객이 삼삼오오 모여 앉아서 이야기를 나누거나 노래를 부르고 있었다.
5565,P0746-01-36,오색구름 짙었다 흐려졌다 비단 같은 숲은 새벽에 푸릇푸릇 양쪽 귀밑머리 쑥대 같은 이 신세
5566,P0049-01-49,내 어린 날!
5567,N0136-01-25,영감도 서울 가시더니 비정상이 되셨구려.
5568,N0271-01-27,곰은 개들을 공격했다.
5569,P1062-01-27,"한 해 내내 아름다운 수풀의 꽃이 바로 오늘 지는데, 강 사이 정자 아래에 서글프게 머물러 있네."
5570,S0046-03-03,무덤에서.
5571,P1202-05-44,녁밥이 끝나자마자 어머니와 아내를 불렀다
5572,N0023-01-28,우선 내가 품었던 의문에 대해 내린 결론은 무사시노의 아름다움이 예나 지금이나 다를 바 없다는 사실이다.
5573,S0118-01-06,"그렇죠, 여사님."
5574,S0041-10-08,이런 달콤한 감명에 빠지는 게 잘못일까?
5575,P0853-01-44,거룩한 분노는 종교보다도 깊고 불붙는 정열은 사랑보다도 강하다
5576,P0216-01-42,"그가 떠난 지 보름도 채 안 되어, 우리 아버지는 몸을 다치고, 내 어머니는 병으로 쓰러지고 말았다."
5577,N0201-08-29,밤이 되자 바람이 불어와 연기 회오리가 사람들을 에워쌌고 이따금 불티가 어두운 하늘로 날아 올라갔다.
5578,S0118-07-11,"응당 누구보다도 그들의 마음가짐을 판단할 기회가 많았는데, 나는 평생 잘못 본 적이 없소."
5579,S0020-07-06,"얘야, 누가 아니라니?"
5580,S0164-06-08,할머니는 이제 갓난아기가 옹알이를 하듯 웅얼대거나 어린 아기가 엄마 뱃속에 있을 때처럼 두 손과 두 다리를 오므린 채 밤낮없이 며칠씩 긴 잠을 주무십니다.
5581,P0807-02-27,"항구가 없다네, 갈 곳이 없다네."
5582,S0128-08-08,"언젠가는, 내가 곰을 사냥하는 대신에, 혹성을 채찍질하지 않도록, 얼어붙은 바다뱀을 고리에서 풀어주기 위해, 일찍 성을 떠나게 되는 아침이 오겠지요."
5583,N0196-03-28,그 웅장한 저택은 놀라웠지만 위안을 주지는 못했다.
5584,N0077-03-24,열 시?
5585,P0023-01-42,"샴하트, 어린애를 다루듯 손을 잡고 그를 목동들의 움막으로 데려갔다."
5586,S0130-03-08,"브리댄느 신부와 블라쥐스 사부, 그분들이 누군지 아나?"
5587,S0145-05-06,"이 친구, 앉게."
5588,S0061-09-07,"존경하는 여사님, 저희 출판 사무실에는 친애하는 시장님의 서명이 들어 있고 수신인은 당신 앞으로 되어 있는 서류 한 장이 보관되어 있습니다."
5589,P0479-01-48,맑은 시내 따러 그늘 짙은 소나무 숲 높은 가지들은 비껴드는 볕을 받어 가는 닢 은바늘처럼 어지러이 반작인다
5590,S0071-01-08,네.
5591,N0013-02-22,"오늘 이 모임의 상하 벗님네들과 의논하여 마지막으로 한 번 놀고, 오입을 평생 떼어버리고 착실히 가산을 모으기에 힘쓰려고 하니, 내 생각이 어떻습니까?"
5592,S0163-02-14,이 권총 어디서 났어?
5593,S0055-05-18,지금 뭐하는 거야?
5594,N0181-04-28,삼촌은 집게와 사다리를 든 태피스트리 기술자를 데리고 들어왔다.
5595,P1214-01-50,"닭은 꼬끼요, 꼬끼요 울 때, 헛잡으니 두 팔은 밀려났네."
5596,N0089-05-27,"빌헬름은 무대를 비추는 끈적끈적하고 지저분한 이동용 조명 시설 옆에서 몇 시간이고 서 있을 수 있었고, 싸구려 양초 램프가 내는 연기를 코로 맡으며 그녀를 바라볼 수 있었으며, 그녀가 던지는 한번의 눈빛에 떨리는 마음으로 각목이나 들보 구조물에 앉아서도 전원 드라마에 나오는 천국을 느낄 수 있었다."
5597,P0102-01-41,"바쿠스에 대한 찬사를 아름다운 음악가가 노래했네, 언제나 아름답고 언제나 젊은 바쿠스에 대해."
5598,N0198-01-23,"지하 수백 미터 아래에서 생명을 위협하는 갖가지 재난에 맞서 맨몸으로 캐 올렸던 석탄이, 수만 명의 탄광 노동자들을 깔아 뭉기며 땅 위로 그 모습을 드러냈다."
5599,S0135-01-14,"로미오는 아침마다 그곳을 거닐면서 신선한 아침 이슬에 짠 눈물을 보태고, 깊은 한숨을 지어 구름에 구름을 보탠단다."
5600,N0165-09-21,명색이 사내라면 자기 여자가 바람을 피운 일보다 이것이 훨씬 참기 힘든 모욕이다.
5601,S0155-06-10,"솔직히 말하자면, 그런 셈이지, 마야."
5602,P0130-01-36,"거북이의 문양이, 거북이의 문양이 우리가 알고 있는 것보다 더 깊이, 생명이 있는 살 속으로 더 깊이, 바로 골수 속으로, 뼈를 통해 들어가 있다네."
5603,P1395-01-48,겨울철이 다가오네.
5604,S0101-06-05,한궐이 어째서 자결을 했단 말이냐?
5605,N0055-03-23,"그놈을 기쁘게 해 주려고 내게는 슬픔을 가져다주고, 내 망신과 실수를 이용하여 실컷 잇속을 챙기고 돈을 벌려 하다니!"
5606,P0160-01-48,"모든 추억을 지워 버리고, 생각을 고정하라, 멋진 금빛 축 위에 조화롭지만 불안정하고, 근심스럽지만 부동의 상태로 생각을 유지하라."
5607,N0076-05-31,감옥에 갇힌 최경은 고개를 들어도 아는 이 하나 없고 음식도 차단된 상황이었다.
5608,S0164-06-16,할머니는 이제 갓난아기가 옹알이를 하듯 웅얼대거나 어린 아기가 엄마 뱃속에 있을 때처럼 두 손과 두 다리를 오므린 채 밤낮 없이 며칠씩 긴 잠을 주무십니다.
5609,N0098-04-27,마님이 언제쯤부터 보이지 않더냐?
5610,S0073-07-12,음 선생님은 자연스럽게 자기소개를 해 주시는 모습이 좋았는데요.
5611,N0192-07-28,어찌 괘씸스러운지 나 역시 모르는 체 하였을 뿐이지요.
5612,P1381-01-44,내가 악당으로부터 한 꺼풀을 벗기지도 못하겠는가?
5613,P0618-01-48,"플라테로, 우리가 처음 쓰다듬는 아무 나무인 듯, 우리 마음을 슬프게 하네."
5614,P0062-01-39,가을이 다할 즈음 낯선 소리가 들려오니 생을 불어 봉황의 울음을 내누나.
5615,P0744-01-27,만리교 서쪽에 초가집 하나 백화담 물결은 바로 창랑의 물결이라네.
5616,S0108-09-16,다시 그 여자 얘기를 해 볼까요.
5617,S0054-02-03,"그렇죠, 어리석은 탕자들을 착취하시지도 않죠."
5618,P0267-01-35,"고명하신 정복자여, 당신께 대단히 감사드립니다."
5619,P1419-01-22,"내 노랫소리 그대 문 앞에 서서, 문을 두드리며 몸을 굽히오."
5620,N0168-02-23,"만약 여러분이 알고 싶다면, 즉 아주 처음부터 얘기를 시작하기를 원한다면, 그래 그렇게 하자."
5621,P0180-01-39,"신비한 격벽처럼 물러나며 확장되는, 불길에 휩싸인, 소망의 열렬한 지평선에서 추억이 황혼과 더불어 붉게 물들며 떨고 있네."
5622,N0090-05-25,그 뒤론 아무 말도 하지 않고 훌쩍훌쩍 울기만 해서 나도 많이 울었죠.
5623,P0905-02-36,유월이라 유두일에 수화가 치성하여 홍로유금이 되었어라
5624,P0806-01-35,"처음으로, 어둠 속 덤불숲에서, 나이팅게일이 날카로운 소리로 우는 것을 듣고서 내 영혼의 깊은 곳이 깜짝 놀라 웅얼거리던 것이 생각나네."
5625,S0054-06-17,"다음 문제는, 현재 상황으로는 시리아, 혹은 레반트의 어떤 의심스러운 지역에서 갓 도착한 배가 전염병을 보유하고 있지 않은지, 또 그 배들이 조사를 받기 위해서 때때로 전염병 환자 수용소 근처 어디에서 사십일이나 오십일을 대기하진 않았는지 어떻게 알아보고 판단하느냐 이거요."
5626,N0116-03-24,고든은 홀 스탠드에 있는 옻칠을 한 편지함을 힐끗 보았다.
5627,S0148-05-05,나보다 네가 낫구나.
5628,N0016-02-28,문밖에서는 역을 떠나는 화물열차 소리가 들렸다.
5629,P0926-01-22,하늘이 천연의 요새로 강남 땅 지키시니 험준한 요산과 함곡관도 꼽을 것이 못 되네.
5630,P0592-01-36,그 선인이 살고 있는 집 대문 앞에는 금 사십만 바트와 배우려는 마음이 있는 자는 누구든 배울 수 있다라는 공고문이 붙어 있었으므로 비싼 수업료 때문에 감히 문을 두드리는 사람이 없었다.
5631,S0049-03-12,"사랑하는 이스메네야, 넌 아느냐?"
5632,S0070-07-08,김구란 잔 사전에 범인 얼굴을 알고 있었던 겁니까.
5633,S0102-07-01,"폐하께서는 모든 문을 다 열어, 테베의 모든 백성들이 아비를 살해한 자를 보게 하라고 소리 높여 외치고 계십니다."
5634,P0690-01-21,어머니 어서 일어나요 오래인 누병의 이불을 차 버리고.
5635,N0179-02-26,회오리바람처럼 강력하게 소용돌이치는 광기는 적의에 찬 시선으로 그의 뒤를 쫓아다니며 사고를 부추겨 자신의 맹렬한 춤 속으로 끌어들이려 한다.
5636,N0082-01-25,순사 나리는 요 며칠 내내 약간 화가 났다.
5637,S0046-04-02,단추가 없지.
5638,S0135-01-11,"로미오는 아침마다 그곳을 거닐면서 신선한 아침 이슬에 짠 눈물을 보태고, 깊은 한숨을 지어 구름에 구름을 보탠단다."
5639,N0286-03-21,"하루의 일이 끝나고 나면, 어니스트는 그 거대한 얼굴이 자기를 알아보고 자기의 숭배하는 시선에 보답하는 뜻으로 온화함과 격려의 미소를 보내온다는 생각이 들 때까지 몇 시간이고 그 큰 바위 얼굴을 바라보았다."
5640,S0126-04-08,이 얼마나 슬픈 일인가?
5641,P0910-01-31,여보 도련님 들으시오
5642,S0036-02-18,"아니, 저따위 버릇이 어디 있어!"
5643,S0052-01-06,옛적에는 지어낸 이야기라는 이유로 키메라에 대한 논쟁이 금지되었지요.
5644,N0196-03-25,그 웅장한 저택은 놀라웠지만 위안을 주지는 못했다.
5645,S0012-08-08,황제께서 누가 그 한 사람인지 알아맞히실 거다.
5646,P1319-01-50,냇가 버덩 늙은 솔 선 흰 모래밭에 텃마당같이 둥그레 둘러 어른의 발짝이 있다
5647,N0107-01-24,"처음에 카를은 외삼촌과 만날 때와 헤어질 때 인사말만 영어를 썼는데, 차츰 대부분의 대화를 영어로 할 수 있게 되었고, 그 때문에 한층 더 친밀한 주제에 적응하기 시작했다."
5648,S0104-01-15,모든 예언의 신들 가운데 가장 먼저 기도드릴 분은 대지의 여신이신 가이아!
5649,S0004-04-06,이놈 가인아!
5650,N0217-10-29,다음 날 아침 일행들 가운데 제일 먼저 일어난 앤과 헨리에타는 아침 식사 전에 바닷가로 산책가기로 했다.
5651,N0132-01-26,조웅의 나이는 비록 일곱 살이었지만 얼굴은 관옥 같고 행동거지는 어른을 뛰어넘었다.
5652,N0092-01-31,어제 야친이 와서 수핑의 병세가 나쁘다고 그랬어.
5653,S0124-03-12,"필록테테스 그는 누구나 알고 있듯이, 가장 훌륭한 집안에서 태어난 가장 훌륭한 사람 중 하나라네!"
5654,N0050-02-26,"진성이 양양 땅에 있으니 형주땅의 복이 줄었으므로, 명부께서는 난세에 돌아가실 것입니다."
5655,S0104-05-07,"오, 팔라스 아테나 여신이시여!"
5656,N0130-03-26,"시를 지어 바치니, 한 자리에 모인 사람이 모두 대단히 기뻐했다."
5657,S0022-02-05,"그의 모든 재산, 그 어떤 선물을 안겨준다 해도, 결코 내 사랑을 차지할 순 없을 거야."
5658,S0159-04-04,갓 태어난 아이들은 아주 우스꽝스러워.
5659,P1428-01-28,나 그대를 사랑하기에 야밤을 틈타 이다지도 야만스레 속삭이며 그대에게 왔노라.
5660,N0194-09-22,"온천에서는, 유럽 어디나 다 마찬가지겠지만 방문객들에게 방을 배정하는 것은 손님들의 희망이나 요구에 따른다기보다는 오히려 호텔 관리자나 급사장들의 개인적이고 주관적인 견해에 따라 결정된다."
5661,S0056-01-15,여보세요.
5662,N0169-01-21,"당나라 정원 연간 초에 광릉 사람 풍준은 품팔이로 생계를 꾸려 나갔는데, 힘이 세고 우직했기 때문에 쉽게 일자리를 얻을 수 있었다."
